id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
17527257,CHIC & LARGE private bedroom in fancy neighborhood,73278034462,verified,Carolle,Manhattan,Midtown,40.74422,-73.98473,United States,US,True,strict,Private room,2004.0,$500 ,$100 ,2.0,29.0,5/15/2019,1.67,2.0,2.0,74.0,• Check-in time is 3PM.,
52020601,Private room with Amazing views of Manhattan.,46578109947,unconfirmed,Amber,Brooklyn,Greenpoint,40.73477,-73.95541,United States,US,True,strict,Private room,2012.0,$525 ,$105 ,2.0,6.0,3/4/2019,0.33,3.0,1.0,0.0,Absolutely no smoking or pets.,
35554881,The People's Brownstone,13179680663,unconfirmed,Carol Ann,Manhattan,Harlem,40.81422,-73.94513,United States,US,True,strict,Entire home/apt,2015.0,$832 ,$166 ,3.0,6.0,11/8/2021,0.42,2.0,2.0,89.0,,
4069363,Couch in times square,80176614259,verified,Lisa,Manhattan,Theater District,40.75974,-73.9866,United States,US,True,moderate,Shared room,2015.0,$622 ,$124 ,2.0,58.0,6/1/2019,0.99,4.0,1.0,377.0,No Smoking No Pets,
29145439,2 N. Y. C. Manhattan. U. W. S. שומר שבת for male,52614711966,verified,Moshe,Manhattan,Upper West Side,40.78526,-73.97456,United States,US,True,flexible,Private room,2022.0,$851 ,$170 ,2.0,13.0,2/27/2022,1.65,2.0,2.0,89.0,,
17212446,Stellar Crown Heights Location! (Private Bdrm),39755532569,verified,Kate,Brooklyn,Crown Heights,40.67632,-73.95535,United States,US,False,strict,Private room,2004.0,"$1,188 ",$238 ,4.0,0.0,,,4.0,1.0,0.0,Absolutely no parties are permitted. The apartment is in a multi-unit building so guests must be respectful of other tenants in the building.,
29463564,"Beautiful brand new room, close to times square",53019038478,unconfirmed,Adrian,Manhattan,Hell's Kitchen,40.76631,-73.99177,United States,US,True,flexible,Private room,2013.0,$740 ,$148 ,4.0,68.0,2/26/2022,5.22,4.0,2.0,274.0,,
57154229,Chelsea/Union Square cozy studio,41804141907,verified,Alejandro,Manhattan,Chelsea,40.73958,-73.9975,United States,US,False,flexible,Entire home/apt,2010.0,$406 ,$81 ,2.0,1.0,6/25/2017,0.04,3.0,1.0,0.0,We ask that guests be respectful as there are others living in the home. NO smoking or pets please.,
20311953,Gorgeous 1 Bedroom on the Park,1822651645,verified,Woods,Brooklyn,Fort Greene,40.69028,-73.97484,United States,US,True,strict,Entire home/apt,2012.0,$937 ,$187 ,3.0,16.0,6/24/2019,1.63,5.0,1.0,0.0,No smoking.  No guests without previous discussion with host.,
37093036,Amazing  3BR 1 Bath near central park,56005800869,verified,Orly,Manhattan,Upper West Side,40.7946,-73.96844,United States,US,True,flexible,Entire home/apt,2020.0,$986 ,$197 ,30.0,1.0,6/9/2021,0.11,4.0,9.0,336.0,,
43012036,Huge private bedroom in the heart of Times Square,60953842688,unconfirmed,Bianca,Manhattan,Hell's Kitchen,40.76408,-73.98996,United States,US,False,strict,Private room,2018.0,$215 ,$43 ,1.0,98.0,5/12/2019,2.87,3.0,3.0,27.0,,
14718259,Awesome Times Square 1 BR Loft in City Centre,94073602327,verified,Jowelle,Manhattan,Hell's Kitchen,40.76054,-73.99066,United States,US,False,moderate,Entire home/apt,2009.0,$829 ,$166 ,2.0,59.0,6/24/2019,2.52,5.0,5.0,266.0,,
19097446,Beautiful Prewar New York City Apartment!,70497837324,unconfirmed,TaRi,Queens,Astoria,40.76356,-73.92102,United States,US,True,flexible,Entire home/apt,2018.0,$971 ,$194 ,4.0,5.0,9/3/2018,0.44,2.0,1.0,1.0,,
28778160,2 Bedroom in 1897 Landmarked house,80539359271,verified,Missy & Julien,Brooklyn,Crown Heights,40.67492,-73.94729,United States,US,False,strict,Entire home/apt,2016.0,$570 ,$114 ,30.0,68.0,2/28/2022,1.57,3.0,2.0,88.0,,
53520648,Charm and cozy close to NY and La Guardia Airport,27996863574,unconfirmed,Gerusa,Queens,Ditmars Steinway,40.77598,-73.92252,United States,US,False,moderate,Private room,2018.0,$598 ,$120 ,2.0,25.0,5/19/2019,1.83,3.0,1.0,4.0,,
3386167,"UWS Large clean 1Br entire apt, 2 stops fromTiMESQ",18585812848,verified,Patricia,Manhattan,Upper West Side,40.79972,-73.96418,United States,US,True,flexible,Entire home/apt,2003.0,$579 ,$116 ,10.0,6.0,6/29/2016,0.1,4.0,1.0,277.0,Please leave the studio in the condition as in arrival. Please turn off lights and heat/air when exiting. Please lock both top and bottom locks. Please feel free to call or text me with questions or concerns.,
33673195,The Blue Velvet Underground.,10381507083,verified,Steve,Brooklyn,Bushwick,40.701,-73.91855,United States,US,False,moderate,Private room,2020.0,$856 ,$171 ,1.0,8.0,1/2/2022,1.88,4.0,5.0,67.0,,
14195783,A Brooklyn retreat. 25M subway to the city.,35154190085,verified,Jen,Brooklyn,Bedford-Stuyvesant,40.68203,-73.92472,United States,US,True,strict,Private room,2017.0,$265 ,$53 ,2.0,,5/19/2019,0.52,4.0,1.0,179.0,,
1803828,"Comfortable, clean & quiet in EV",17950404086,unconfirmed,Casper,Manhattan,Gramercy,40.73337,-73.984,United States,US,False,flexible,Private room,2009.0,$686 ,$137 ,1.0,323.0,6/20/2019,3.89,4.0,1.0,181.0,"NO smoking, no pets, all guests must be disclosed. ",
37878407,Centrally located clean shared room byTimes Square,12078497264,verified,Michael,Manhattan,Hell's Kitchen,40.76595,-73.98561,United States,US,True,strict,Shared room,2012.0,"$1,108 ",$222 ,30.0,1.0,9/24/2020,0.05,3.0,5.0,0.0,,
24802705,★Single Room in Backpackers Accommodation★,29691697810,unconfirmed,International,Brooklyn,Williamsburg,40.70908,-73.95663,United States,US,False,moderate,Private room,2012.0,"$1,001 ",$200 ,1.0,14.0,6/23/2019,4.47,2.0,1.0,295.0,You will be very comfortable in our home but we ask that guests are respectful of the artwork that we have as we want to keep the place a fun place to hang out!  Please no smoking.,
25089348,Luxury 3 Bed FiDi Charm Doorman Elevator | Laundry,69102494416,verified,James,Manhattan,Financial District,40.70563,-74.00919,United States,US,True,strict,Entire home/apt,2016.0,$106 ,$21 ,5.0,7.0,6/9/2019,2.84,2.0,1.0,131.0,,
4284760,Spacious 3-room apt. in prime area of Brooklyn.,92655894652,unconfirmed,Peter,Brooklyn,Greenpoint,40.72623,-73.94298,United States,US,True,strict,Entire home/apt,2011.0,$303 ,$61 ,5.0,26.0,5/6/2019,1.16,2.0,1.0,238.0,May add extra guests (please contact for more info),
10023157,Brighton Beach Studio Half Block From the Ocean,41147067258,verified,Eli,Brooklyn,Brighton Beach,40.57509,-73.96603,United States,US,True,strict,Entire home/apt,2004.0,$394 ,$79 ,1.0,1.0,6/5/2016,0.03,5.0,1.0,224.0,,
27300205,Luxury 5 Bedroom | 3 Bathroom South Street Seaport,14078942538,verified,Gabrielle And Steven,Manhattan,Financial District,40.70662,-74.00258,United States,US,True,strict,Entire home/apt,2012.0,"$1,013 ",$203 ,3.0,0.0,,,3.0,1.0,352.0,A residential building. Quiet is important. No smoking. No Pets.,
3240360,Union Square - Best NYC location,18790685478,verified,Matteo,Manhattan,East Village,40.73112,-73.98558,United States,US,False,strict,Private room,2003.0,"$1,038 ",$208 ,5.0,109.0,6/22/2019,1.73,4.0,2.0,85.0,,
52512700,"Beautiful, High-Ceiling Apartment in Fort Greene",50420977181,verified,Brad,Brooklyn,Fort Greene,40.69431,-73.97063,United States,US,False,strict,Entire home/apt,2021.0,$730 ,$146 ,1.0,16.0,5/27/2019,1.04,2.0,1.0,14.0,,
49023269,Sunny room in heart of Chinatown,24465718553,unconfirmed,Paul,Manhattan,Chinatown,40.7153,-73.99938,United States,US,False,moderate,Private room,2008.0,$722 ,$144 ,1.0,1.0,10/9/2016,0.03,5.0,2.0,0.0,,
28332454,Seas The Moment,58881383392,verified,Ben,Staten Island,Great Kills,40.54179,-74.14275,United States,US,False,strict,Private room,2022.0,$733 ,$147 ,1.0,1.0,7/7/2019,1.0,2.0,1.0,87.0,,
21023316,Sunny one bedroom renovated apartment,16881268500,unconfirmed,Stephany,Queens,Queens Village,40.72085,-73.7496,United States,US,False,flexible,Entire home/apt,2005.0,$441 ,$88 ,2.0,33.0,6/30/2019,3.6,3.0,1.0,282.0,"No Smoking,  Respect for other guests and neighbors.  Well behaved children only.  Limit noise after 10pm.  Please do dishes/run dishwasher prior to departure.   Parking is available on Linwood and Gardner streets 24 hours.    No parking is permitted on Centre Place.",
28414194,"Modern, Sleek Unit in Harlem",3865690724,verified,,Manhattan,Harlem,40.81818,-73.94066,United States,US,False,flexible,Private room,2008.0,$917 ,$183 ,30.0,2.0,3/3/2022,0.14,3.0,45.0,181.0,,
24654688,Spacious bedroom in Williamsburg,97339381848,unconfirmed,Shana,Brooklyn,Williamsburg,40.71768,-73.94027,United States,US,False,moderate,Private room,2017.0,$315 ,$63 ,1.0,9.0,6/1/2019,2.84,4.0,2.0,22.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
34119453,Real Fireplace apt right by Central Park,64249065449,verified,Barbara,Manhattan,East Harlem,40.78884,-73.94152,United States,US,True,flexible,Private room,2004.0,$72 ,$14 ,1.0,4.0,12/30/2021,1.56,5.0,2.0,62.0,,
39190120,New York's newest and best hotel!,21293764641,unconfirmed,Bill,Manhattan,Midtown,40.75104,-73.98302,United States,US,False,flexible,Private room,2003.0,$855 ,$171 ,1.0,16.0,1/9/2022,2.58,4.0,23.0,27.0,,
36783196,Charming 1 Bed Plus Office - Upper East NO SMOKING,4916635927,unconfirmed,Andrea,Manhattan,Upper East Side,40.77418,-73.94803,United States,US,True,strict,Entire home/apt,2020.0,$869 ,$174 ,30.0,6.0,7/31/2021,0.21,2.0,1.0,104.0,,
18487154,Brooklyn Home By The Pier,89492539048,verified,Karen,Brooklyn,Canarsie,40.63125,-73.88925,United States,US,True,flexible,Entire home/apt,2015.0,$549 ,$110 ,1.0,28.0,6/30/2019,2.01,4.0,1.0,172.0,- No shoes on carpets and rugs - Eating and Drinking only in Kitchen - Quiet time from 11pm - 6am - No gatherings or parties,
43596369,Great Location by Subway!,25284597627,unconfirmed,Nilu,Brooklyn,Clinton Hill,40.68252,-73.96436,United States,US,True,strict,Entire home/apt,2003.0,$443 ,$89 ,1.0,39.0,6/30/2019,1.25,5.0,1.0,62.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
